FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.2561e+08,3.44637e+07
0,1,10,1.01952e+09,2.81495e+08
0,10,100,6.79189e+07,1.27497e+08
0,100,1000,225185,1.07376e+08
0,1000,10000,74946.1,6.82344e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,0,0
1,100,1000,167530,5.10462e+06
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,8.1921e+07,1.52189e+07
2,1,10,3.25439e+08,5.01361e+08
2,10,100,2.6504e+06,1.92858e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.38126e+08,817055
3,0.1,1,6.89033e+07,5.14915e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.32683e+07,191790
4,0.1,1,6.35001e+07,1.50166e+07
4,1,10,8.54896e+06,1.05139e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.68744e+08,405772
5,0.01,0.1,8.97563e+07,914484
5,0.1,1,5.69969e+07,1.49505e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.1401e+07,478253
6,0.1,1,2.73258e+07,2.75103e+06
6,1,10,1.43564e+07,3.47562e+07
6,10,100,2.48994e+06,1.77618e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.07682e+08,2.65652e+07
7,1,10,2.17155e+08,1.27877e+08
7,10,100,6.66506e+07,1.25072e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.17941e+08,5.31649e+06
8,1,10,7.79797e+07,3.69524e+07
8,10,100,1.85333e+06,9.56594e+06
8,100,1000,0,0
8,1000,10000,0,0
