FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.79403e+08,4.58128e+07
0,1,10,8.08674e+08,1.43298e+08
0,10,100,8.8531e+07,1.11186e+08
0,100,1000,256736,1.256e+08
0,1000,10000,72696.4,7.12645e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.23857e+06,2.53427e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,8.70353e+07,4.29334e+06
2,1,10,4.16009e+08,6.32971e+08
2,10,100,5.43154e+06,1.54149e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,9.50219e+08,8.25739e+06
3,0.1,1,8.57652e+07,1.09782e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,5724.22,23.1683
4,0.1,1,6.21037e+07,2.96961e+06
4,1,10,1.08792e+07,2.27393e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.74635e+07,53773.6
5,0.01,0.1,2.78051e+06,173503
5,0.1,1,6.86898e+07,1.26375e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.59257e+06,236400
6,0.1,1,1.03946e+08,2.27397e+07
6,1,10,1.06409e+07,3.26105e+07
6,10,100,3.24113e+06,1.88942e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.31044e+09,8.34935e+07
7,1,10,1.96387e+08,1.45381e+08
7,10,100,4.04312e+07,1.00707e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,1.32021e+08,3.77383e+07
8,10,100,268042,7.45233e+06
8,100,1000,0,0
8,1000,10000,0,0
