FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,78610.1,3748.22
0,0.1,1,5.35079e+06,535297
0,1,10,3.99733e+08,2.27004e+08
0,10,100,4.10356e+07,8.51612e+07
0,100,1000,7.45512e+06,7.54017e+07
0,1000,10000,157788,1.11282e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,1.21222e+09,1.18927e+09
1,10,100,6.932e+07,4.48844e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.62699e+08,3.17182e+07
2,1,10,6.4158e+08,2.16957e+08
2,10,100,1.2614e+08,2.9146e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.06666e+08,282336
3,0.01,0.1,435935,10710.7
3,0.1,1,8.84491e+06,577706
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,1.63135e+07,7147.75
4,0.01,0.1,1.40976e+07,32568.8
4,0.1,1,2.10959e+07,1.89565e+06
4,1,10,3.4016e+08,9.24685e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.07199e+07,35766
5,0.01,0.1,2.62053e+06,15553.7
5,0.1,1,1.72708e+07,1.50583e+06
5,1,10,1.34589e+08,2.78602e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,890111,11306.9
6,0.1,1,3.4685e+06,276570
6,1,10,3.30973e+08,1.06355e+08
6,10,100,1.22145e+08,1.03653e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.74828e+06,5322.71
7,0.1,1,8.0761e+06,484057
7,1,10,5.38719e+08,1.57859e+08
7,10,100,6.39588e+07,1.41914e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.04147e+06,21892
8,0.1,1,1.31242e+08,1.6793e+07
8,1,10,6.10282e+08,2.67705e+08
8,10,100,1.15388e+07,1.00544e+07
8,100,1000,0,0
8,1000,10000,0,0
