FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.81997e+06,18105.9
0,0.1,1,1.32211e+07,157302
0,1,10,3.67874e+07,8.13169e+07
0,10,100,3.20057e+07,1.29721e+08
0,100,1000,3.93338e+06,6.81808e+07
0,1000,10000,148589,1.40898e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,1.29349e+09,5.55676e+08
1,10,100,2.35259e+07,4.8435e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,589316,121631
2,1,10,937300,871651
2,10,100,7.14857e+07,2.73238e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.11884e+09,2.51793e+06
3,0.01,0.1,1.4844e+06,10831.4
3,0.1,1,1.01774e+06,141438
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,250.247,0.122118
4,0.01,0.1,3.03276e+06,15917.8
4,0.1,1,957377,56566.8
4,1,10,531560,105107
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.29297e+08,17032
5,0.01,0.1,3.96434e+07,65335.8
5,0.1,1,834637,107187
5,1,10,419323,159898
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,465768,21579.1
6,0.1,1,794774,111681
6,1,10,1.14211e+06,1.17112e+06
6,10,100,2.26949e+07,5.84845e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,861593,6349.13
7,0.1,1,1.79739e+06,87901.7
7,1,10,1.34151e+06,472154
7,10,100,4.16517e+07,1.17898e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,578844,26921.3
8,0.1,1,934406,142841
8,1,10,9.78221e+06,1.56036e+07
8,10,100,1.10802e+06,1.36212e+06
8,100,1000,0,0
8,1000,10000,0,0
