FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.27184e+09,1.62891e+07
0,0.1,1,3.30451e+08,5.20295e+06
0,1,10,2.19349e+08,1.45454e+08
0,10,100,751787,7.64062e+06
0,100,1000,107306,7.68066e+06
0,1000,10000,116417,2.94522e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2.12453e+06,1.72284e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.32864e+07,2.55351e+06
2,1,10,6.20948e+06,1.47473e+06
2,10,100,3.28862e+06,3.65376e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.71989e+12,1.73566e+09
3,0.01,0.1,4.69402e+07,492773
3,0.1,1,2.17854e+07,564115
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.02835e+09,9.95099e+06
4,0.1,1,7.52547e+06,464101
4,1,10,246760,119324
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.9795e+09,5.31642e+06
5,0.01,0.1,1.51728e+10,5.71798e+07
5,0.1,1,1.39256e+07,319096
5,1,10,197225,318787
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.34537e+07,840180
6,0.1,1,4.20569e+07,816301
6,1,10,693166,3.56487e+06
6,10,100,7.17089e+06,6.1858e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.08784e+08,1.60899e+06
7,0.1,1,1.53164e+07,569268
7,1,10,544549,381937
7,10,100,1.18224e+07,4.62683e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.89789e+07,494463
8,0.1,1,2.07573e+06,199919
8,1,10,5.15025e+06,2.37618e+07
8,10,100,663308,2.53984e+06
8,100,1000,0,0
8,1000,10000,0,0
