Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377586,170860,269017,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62734e+08,1.10117e+09,9.09036e+07,618023,129625,514206,2.5467e+07,3.74871e+07,3.80586e+07
6, 1,1.38532e+08,7.04871e+08,6.90803e+07,934809,54601.1,879863,2.96332e+07,4.86646e+07,4.19177e+07
7, 1,8.75788e+07,5.3621e+08,4.99535e+07,1.61382e+06,40705.9,2.78271e+06,3.40046e+07,4.72378e+07,4.61915e+07
8, 1,7.68791e+07,3.92933e+08,2.76623e+07,2.42529e+06,65858.8,6.50402e+06,3.2167e+07,3.67592e+07,4.6399e+07
9, 1,7.45211e+07,1.62305e+08,2.67257e+07,3.17527e+06,102605,1.15479e+07,2.67187e+07,2.72245e+07,4.05158e+07
10, 1,7.6246e+07,1.04761e+08,2.83531e+07,3.64959e+06,109163,1.61196e+07,2.80881e+07,2.44178e+07,4.22e+07
11, 1,8.09472e+07,8.20452e+07,3.17828e+07,4.06301e+06,100229,1.97671e+07,3.06211e+07,2.24918e+07,4.55997e+07
12, 1,8.64532e+07,6.07998e+07,2.8326e+07,1.09732e+07,169702,6.44939e+07,2.5652e+07,1.65907e+07,3.34764e+07
13, 2,9.90324e+07,4.91087e+07,2.67032e+07,2.46735e+07,366636,1.61105e+08,2.11371e+07,1.26886e+07,2.35638e+07
14, 2,1.21456e+08,3.69768e+07,2.73545e+07,4.14061e+07,865084,2.99033e+08,2.04646e+07,1.23305e+07,1.68141e+07
15, 2,1.38953e+08,1.58835e+07,3.03872e+07,7.64206e+07,1.46288e+06,4.18274e+08,2.19308e+07,1.24761e+07,1.55751e+07
16, 2,1.69422e+08,385967,3.61241e+07,1.67905e+08,5.04438e+06,9.14824e+08,2.37113e+07,1.49214e+07,1.4987e+07
17, 2,2.33933e+08,12.86,4.23426e+07,3.29076e+08,1.33116e+07,1.41626e+09,2.67517e+07,1.99817e+07,1.63506e+07
18, 2,3.2833e+08,14.889,6.48592e+07,7.7194e+08,4.2611e+07,1.55648e+09,3.14811e+07,3.02404e+07,1.84341e+07
19, 2,4.6038e+08,22.9724,1.63283e+08,1.07856e+09,1.10616e+08,1.13239e+09,3.85576e+07,4.80366e+07,2.16556e+07
20, 2,5.86354e+08,44.7308,2.95105e+08,1.2565e+09,1.88752e+08,8.81924e+08,4.50024e+07,7.2468e+07,2.45923e+07
21, 2,6.74284e+08,48.3616,4.32954e+08,9.93043e+08,2.19875e+08,7.43975e+08,5.14058e+07,9.62776e+07,2.80163e+07
22, 2,6.99715e+08,62.3552,5.47707e+08,5.36573e+08,2.29228e+08,5.0071e+08,5.83078e+07,1.19406e+08,3.18631e+07
23, 2,7.90326e+08,67.2616,6.63523e+08,3.1121e+08,3.09018e+08,3.1711e+08,6.73808e+07,1.57167e+08,3.48311e+07
24, 2,8.97048e+08,62.7808,3.5135e+08,5.09921e+07,1.30153e+08,8.14727e+07,8.64317e+07,3.00699e+08,4.50354e+07
25, 3,8.2346e+08,57.4247,4.65911e+08,2.43236e+07,3.6453e+07,2.69572e+07,8.88143e+07,2.20833e+08,5.22675e+07
26, 3,6.54641e+08,55.4728,5.62999e+08,2.25289e+07,2.06003e+07,1.3574e+07,8.07434e+07,2.1336e+08,5.20954e+07
27, 3,6.7958e+08,57.0561,5.32287e+08,1.16154e+07,1.82457e+07,7.4819e+06,8.11568e+07,2.52701e+08,5.40295e+07
28, 3,6.87858e+08,62.1077,5.34286e+08,7.96232e+06,1.80026e+07,5.8269e+06,7.85886e+07,3.08498e+08,5.65067e+07
29, 3,6.47128e+08,70.3197,5.49966e+08,7.0156e+06,1.69687e+07,4.85943e+06,8.22167e+07,3.25019e+08,5.87658e+07
30, 3,5.03157e+08,74.3291,5.40349e+08,8.69751e+06,8.12228e+06,6.3001e+06,8.28429e+07,4.49357e+08,6.82599e+07
31, 3,4.36217e+08,79.1489,5.44141e+08,9.9191e+06,8.44076e+06,8.08765e+06,8.94875e+07,4.73152e+08,7.47069e+07
32, 3,4.41481e+08,108.199,5.1957e+08,9.16624e+06,4.74358e+06,9.15129e+06,9.12286e+07,4.88165e+08,7.84469e+07
33, 3,4.38469e+08,118.716,4.65125e+08,8.33115e+06,3.30998e+06,1.00023e+07,9.08689e+07,5.31378e+08,8.25504e+07
34, 3,4.44453e+08,136.777,3.87376e+08,7.49635e+06,2.52481e+06,9.55788e+06,8.94851e+07,5.64701e+08,8.64351e+07
35, 3,4.42385e+08,134.887,3.20921e+08,7.15966e+06,1.96584e+06,9.05506e+06,9.2163e+07,6.09606e+08,9.07437e+07
