Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.02064e+08,1.32635e+09,9.72158e+08,8.67221e+07,2.18927e+08,2.38366e+08,3.98456e+08,6.15863e+08,5.04482e+08
2, 1,5.21296e+08,1.27575e+09,7.09221e+08,5.9552e+06,1.94849e+06,1.28442e+08,2.20143e+08,4.55518e+08,3.75349e+08
3, 1,5.08321e+08,1.2317e+09,4.75726e+08,306192,125440,2.00721e+07,1.72101e+08,2.67715e+08,1.85023e+08
4, 1,5.12174e+08,1.07065e+09,3.67072e+08,578794,81104.9,7.91808e+06,1.82374e+08,2.09011e+08,7.13762e+07
5, 1,4.94005e+08,9.40342e+08,2.72484e+08,1.35796e+06,74576.5,2.20658e+06,1.38308e+08,1.25773e+08,6.15978e+07
6, 1,5.81939e+08,4.51451e+08,2.39579e+08,2.87116e+06,60200.1,2.70008e+06,1.62117e+08,1.51855e+08,6.89978e+07
7, 1,6.31146e+08,3.58189e+08,2.43265e+08,1.38583e+07,88355.2,3.53009e+06,1.80374e+08,1.56258e+08,7.75836e+07
8, 1,6.25127e+08,3.27616e+08,2.42122e+08,4.06219e+07,181105,4.14612e+06,1.97415e+08,1.70338e+08,8.20361e+07
9, 1,5.93191e+08,3.07871e+08,2.44624e+08,8.19995e+07,346765,4.70179e+06,2.12588e+08,1.7958e+08,8.412e+07
10, 1,5.70947e+08,2.66116e+08,2.52171e+08,1.11007e+08,593062,5.38062e+06,2.22401e+08,1.76054e+08,8.53922e+07
11, 1,5.90663e+08,2.54101e+08,2.66733e+08,1.35204e+08,796842,6.96076e+06,2.37854e+08,1.74045e+08,8.89995e+07
