FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,817855,204685
0,1,10,9.55437e+07,2.79468e+08
0,10,100,1.62758e+07,7.22951e+07
0,100,1000,148980,1.0197e+08
0,1000,10000,63995.4,8.23317e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2.60355,120.1
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.53127e+06,735680
2,1,10,9.70723e+07,2.23525e+08
2,10,100,1.06775e+06,3.62058e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.76296e+07,794281
3,0.1,1,1.9413e+07,7.70153e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,6.77502e+06,2.56033e+06
4,1,10,4.56657e+06,375282
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.54754e+08,454034
5,0.01,0.1,4.24528e+07,749245
5,0.1,1,6.5085e+06,3.6391e+06
5,1,10,3.7737e+06,3.56359e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.26731e+07,457198
6,0.1,1,1.26321e+07,1.25569e+07
6,1,10,1.76371e+07,3.08586e+07
6,10,100,5.0097e+06,2.79113e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.48784e+07,3.35391e+06
7,1,10,5.51222e+07,9.09222e+07
7,10,100,5.11108e+07,2.50025e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,5.36178e+06,1.39144e+06
8,1,10,2.05787e+07,3.09099e+07
8,10,100,1.28659e+06,8.85041e+06
8,100,1000,0,0
8,1000,10000,0,0
