FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.62129e+06,648587
0,1,10,1.4182e+08,1.80943e+08
0,10,100,1.10267e+07,1.52289e+08
0,100,1000,164114,1.10063e+08
0,1000,10000,64483.6,8.25576e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,0,0
1,100,1000,219148,1.21449e+07
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.15129e+07,2.83127e+06
2,1,10,1.83795e+08,2.20984e+08
2,10,100,2.19007e+06,6.2033e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.97176e+07,521769
3,0.1,1,2.61725e+07,1.91195e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,3.63192e+06,149920
4,1,10,4.09507e+07,1.23132e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.49663e+07,752319
5,0.01,0.1,1.27337e+06,245389
5,0.1,1,3.33567e+07,1.97807e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.07441e+06,171886
6,0.1,1,2.58927e+07,1.90678e+07
6,1,10,6.0395e+07,4.3747e+07
6,10,100,2.98242e+06,2.70243e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.5631e+07,3.15347e+07
7,1,10,8.51046e+07,9.42399e+07
7,10,100,7.02102e+07,4.62247e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.75963e+06,1.05027e+06
8,1,10,4.00534e+07,6.70323e+07
8,10,100,1.61705e+06,9.22805e+06
8,100,1000,0,0
8,1000,10000,0,0
