FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.75357e+06,1.28321e+06
0,1,10,4.25913e+07,9.97074e+07
0,10,100,8.84361e+06,1.56758e+08
0,100,1000,125862,9.60374e+07
0,1000,10000,60728.4,8.8306e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,0,0
1,100,1000,189675,1.28097e+07
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.61832e+06,1.25887e+06
2,1,10,6.73675e+07,1.27607e+08
2,10,100,1.7767e+06,6.39835e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.30846e+07,648635
3,0.1,1,1.23952e+07,1.13742e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,2.79599e+06,119261
4,1,10,1.47093e+07,4.18336e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.51706e+07,788798
5,0.01,0.1,633515,161287
5,0.1,1,1.42073e+07,1.17303e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,565788,129529
6,0.1,1,1.11435e+07,1.07305e+07
6,1,10,2.17049e+07,2.61288e+07
6,10,100,2.75609e+06,2.78537e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.05519e+07,1.22359e+07
7,1,10,3.01953e+07,3.31962e+07
7,10,100,5.81034e+07,6.11128e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.68904e+06,563841
8,1,10,3.24128e+07,7.15076e+07
8,10,100,1.42354e+06,8.46696e+06
8,100,1000,0,0
8,1000,10000,0,0
