Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
95143.4,1,10000,H,Ecto,7.34495e+07
95143.4,1,10000,H,Endo,5.47464e+07
95143.4,1,100000,H,Endo,777499
95143.4,1,10000,O,Ecto,5.37266e+06
95143.4,1,10000,O,Endo,2.20724e+09
95143.4,1,10000,C,Ecto,4.79042e+08
26501.5,2,100,H,Ecto,8211.33
26501.5,2,1000,H,Ecto,449521
26501.5,2,10000,H,Ecto,21074.5
26501.5,2,100,H,Endo,108.209
26501.5,2,1000,H,Endo,1.32082e+07
26501.5,2,10000,H,Endo,379410
26501.5,2,100,O,Ecto,3300.49
26501.5,2,1000,O,Ecto,2.29438e+06
26501.5,2,10000,O,Ecto,27943.6
26501.5,2,100,O,Endo,16.4275
26501.5,2,1000,O,Endo,1.90422e+06
26501.5,2,10000,O,Endo,55278.9
26501.5,2,100,C,Ecto,6496.31
26501.5,2,1000,C,Ecto,308451
26501.5,2,10000,C,Ecto,375032
81987.1,2,1000,H,Ecto,326767
81987.1,2,10000,H,Ecto,1.68545e+06
81987.1,2,1000,H,Endo,6.08088e+07
81987.1,2,10000,H,Endo,6.45197e+06
81987.1,2,1000,O,Ecto,2.54276e+06
81987.1,2,10000,O,Ecto,243840
81987.1,2,1000,O,Endo,5.92847e+07
81987.1,2,10000,O,Endo,2.43304e+06
81987.1,2,1000,C,Ecto,53246.5
81987.1,2,10000,C,Ecto,2.5699e+08
4895.17,2,100,H,Ecto,539471
4895.17,2,1000,H,Ecto,237630
4895.17,2,10000,H,Ecto,399.812
4895.17,2,100,H,Endo,30539.1
4895.17,2,1000,H,Endo,465367
4895.17,2,100,O,Ecto,266062
4895.17,2,1000,O,Ecto,339491
4895.17,2,10000,O,Ecto,766.967
4895.17,2,100,O,Endo,7543.62
4895.17,2,1000,O,Endo,618997
4895.17,2,10000,O,Endo,92.6522
4895.17,2,100,C,Ecto,344172
4895.17,2,1000,C,Ecto,161782
4895.17,2,10000,C,Ecto,24608.4
2729.44,2,10,H,Ecto,16883.8
2729.44,2,100,H,Ecto,225835
2729.44,2,1000,H,Ecto,5182.65
2729.44,2,100,H,Endo,58504.3
2729.44,2,1000,H,Endo,4108.38
2729.44,2,100,O,Ecto,501572
