Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
93995,1,1000,H,Ecto,12958.8
93995,1,10000,H,Ecto,5.5783e+07
93995,1,1000,H,Endo,1.531e+08
93995,1,10000,H,Endo,4.81435e+09
93995,1,1000,O,Ecto,1.24314e+07
93995,1,10000,O,Ecto,8.35596e+07
93995,1,1000,O,Endo,1.62507e+08
93995,1,10000,O,Endo,2.32613e+07
93995,1,1000,C,Ecto,3.69638e+06
93995,1,10000,C,Ecto,9.2415e+07
93995,1,100000,C,Endo,830.86
118120,1,1000,H,Ecto,5.52695
118120,1,10000,H,Ecto,224841
118120,1,10000,H,Endo,8.7523e+06
118120,1,1000,O,Ecto,4351.35
118120,1,10000,O,Ecto,162820
118120,1,1000,O,Endo,25205.1
118120,1,10000,O,Endo,19313.5
118120,1,1000,C,Ecto,1832.79
118120,1,10000,C,Ecto,266833
118120,1,10000,C,Endo,598132
2556.96,2,100,H,Ecto,2.40778e+06
2556.96,2,1000,H,Ecto,46148.6
2556.96,2,10000,H,Ecto,588.832
2556.96,2,100,H,Endo,1.47481e+09
2556.96,2,1000,H,Endo,3.27693e+07
2556.96,2,10000,H,Endo,28.0126
2556.96,2,100,O,Ecto,1.29861e+06
2556.96,2,1000,O,Ecto,2.49389e+06
2556.96,2,100,O,Endo,4.0379e+06
2556.96,2,1000,O,Endo,6.74001e+08
2556.96,2,100,C,Ecto,1.2614e+07
2556.96,2,1000,C,Ecto,9.95598e+07
2556.96,2,10000,C,Ecto,1.03729e+07
81987.1,2,1000,H,Ecto,9.73748e+06
81987.1,2,10000,H,Ecto,3433.55
81987.1,2,1000,H,Endo,2.79002e+06
81987.1,2,10000,H,Endo,2.51225e+06
81987.1,2,1000,O,Ecto,40639.1
81987.1,2,10000,O,Ecto,4424.53
81987.1,2,1000,O,Endo,1.65391e+06
81987.1,2,10000,O,Endo,324346
81987.1,2,1000,C,Ecto,159226
81987.1,2,10000,C,Ecto,1.26759e+06
81987.1,2,10000,C,Endo,5255.94
81987.1,2,100000,C,Endo,0.00477726
4895.17,2,100,H,Ecto,5.22113e+07
4895.17,2,1000,H,Ecto,804263
4895.17,2,10000,H,Ecto,296524
4895.17,2,100,H,Endo,2.35033e+09
4895.17,2,1000,H,Endo,9.49359e+08
4895.17,2,10000,H,Endo,25585.4
4895.17,2,100,O,Ecto,414579
4895.17,2,1000,O,Ecto,2.69808e+07
4895.17,2,100,O,Endo,2.20096e+08
4895.17,2,1000,O,Endo,1.82704e+09
4895.17,2,10000,O,Endo,115.045
4895.17,2,100,C,Ecto,8.06284e+06
4895.17,2,1000,C,Ecto,2.97771e+08
4895.17,2,10000,C,Ecto,2.41678e+08
32453.1,2,100,H,Ecto,60779.3
32453.1,2,1000,H,Ecto,1.47153e+07
32453.1,2,10000,H,Ecto,21578
32453.1,2,1000,H,Endo,7.10219e+06
32453.1,2,10000,H,Endo,628784
32453.1,2,100,O,Ecto,232.712
32453.1,2,1000,O,Ecto,134406
32453.1,2,10000,O,Ecto,57.8089
32453.1,2,100,O,Endo,677118
32453.1,2,1000,O,Endo,2.30683e+06
32453.1,2,10000,O,Endo,45725.9
32453.1,2,100,C,Ecto,11450.5
32453.1,2,1000,C,Ecto,803424
32453.1,2,10000,C,Ecto,2.34435e+06
32453.1,2,10000,C,Endo,106.669
32453.1,2,100000,C,Endo,0.0328176
8727.34,2,100,H,Ecto,2.44699e+06
8727.34,2,1000,H,Ecto,81696.9
8727.34,2,10000,H,Ecto,32407.8
8727.34,2,100,H,Endo,1.92991e+07
8727.34,2,1000,H,Endo,6.13179e+07
8727.34,2,10000,H,Endo,3358.28
8727.34,2,100,O,Ecto,8325.02
8727.34,2,1000,O,Ecto,865428
8727.34,2,100,O,Endo,1.10215e+07
8727.34,2,1000,O,Endo,2.87146e+07
8727.34,2,10000,O,Endo,215.038
8727.34,2,100,C,Ecto,88654.3
8727.34,2,1000,C,Ecto,6.23607e+06
8727.34,2,10000,C,Ecto,9.11282e+06
667.971,2,10,H,Ecto,2.00775e+08
667.971,2,100,H,Ecto,2.36087e+08
667.971,2,1000,H,Ecto,2470.92
667.971,2,100,H,Endo,5.77315e+10
667.971,2,1000,H,Endo,374637
667.971,2,10,O,Ecto,0.0117675
667.971,2,100,O,Ecto,2.08798e+08
667.971,2,1000,O,Ecto,5.46297e+08
667.971,2,100,O,Endo,3.67942e+07
667.971,2,1000,O,Endo,7.82708e+08
667.971,2,10,C,Ecto,74934.1
667.971,2,100,C,Ecto,8.90432e+08
667.971,2,1000,C,Ecto,4.60244e+06
667.971,2,10000,C,Ecto,2.32954e+06
917.215,2,10,H,Ecto,980735
917.215,2,100,H,Ecto,366272
917.215,2,1000,H,Ecto,596.26
917.215,2,100,H,Endo,1.84411e+08
917.215,2,1000,H,Endo,464169
917.215,2,100,O,Ecto,2.53175e+06
917.215,2,1000,O,Ecto,1.46954e+06
917.215,2,100,O,Endo,2.01941e+06
917.215,2,1000,O,Endo,4.90043e+07
917.215,2,10,C,Ecto,0.0684216
917.215,2,100,C,Ecto,3.43964e+06
917.215,2,1000,C,Ecto,3.5868e+06
