Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
133550,1,10000,H,Ecto,3.12141e+09
133550,1,10000,H,Endo,3.12103e+09
133550,1,100000,H,Endo,4.62497e+09
133550,1,1000,O,Ecto,8.28119e+08
133550,1,1000,O,Endo,2.37172e+10
133550,1,10000,O,Endo,3.74042e+10
133550,1,10000,C,Ecto,4.1485e+09
133550,1,1000,C,Endo,2.64733e+10
133550,1,10000,C,Endo,6.77511e+10
2833.73,1,10,H,Ecto,3.19852e+08
2833.73,1,100,H,Ecto,4.72577e+10
2833.73,1,10,H,Endo,1.70763e+06
2833.73,1,100,H,Endo,1.90342e+10
2833.73,1,1000,H,Endo,1.8769e+08
2833.73,1,1,O,Ecto,236225
2833.73,1,10,O,Ecto,1.11517e+09
2833.73,1,100,O,Ecto,3.13007e+10
2833.73,1,1000,O,Ecto,3.26725e+10
2833.73,1,100,O,Endo,4.64297e+10
2833.73,1,10,C,Ecto,2.84039e+10
2833.73,1,100,C,Ecto,3.29159e+10
2833.73,1,100,C,Endo,4.64429e+09
2833.73,1,1000,C,Endo,6.02958e+07
6891,1,100,H,Ecto,9.72391e+08
6891,1,1000,H,Ecto,7.44911e+09
6891,1,10000,H,Ecto,2.662e+07
6891,1,100,H,Endo,2.88285e+10
6891,1,1000,H,Endo,2.15448e+10
6891,1,10,O,Ecto,171.188
6891,1,100,O,Ecto,2.23496e+07
6891,1,1000,O,Ecto,1.63642e+10
6891,1,10000,O,Ecto,328718
6891,1,100,O,Endo,1.94851e+10
6891,1,1000,O,Endo,1.96603e+10
6891,1,10000,O,Endo,6.83477e+06
6891,1,10,C,Ecto,541.541
6891,1,100,C,Ecto,7.98543e+09
6891,1,1000,C,Ecto,2.13086e+10
6891,1,10000,C,Ecto,433235
6891,1,100,C,Endo,5.40958e+10
6891,1,1000,C,Endo,9.1965e+09
4312.56,1,10,H,Ecto,2.50921e+06
4312.56,1,100,H,Ecto,1.30046e+11
4312.56,1,1000,H,Ecto,1.27024e+09
4312.56,1,10,H,Endo,413.01
4312.56,1,100,H,Endo,6.07062e+10
4312.56,1,1000,H,Endo,5.03994e+10
4312.56,1,1,O,Ecto,25310.2
4312.56,1,10,O,Ecto,1.51434e+08
4312.56,1,100,O,Ecto,1.03656e+11
