FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,8.49526e+08,7.06877e+07
0,1,10,1.15283e+09,2.70837e+08
0,10,100,2.19559e+07,7.32392e+07
0,100,1000,240976,9.57797e+07
0,1000,10000,79582.4,6.2582e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,353440,5.166e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.29733e+09,2.18846e+08
2,1,10,3.20598e+08,1.12364e+08
2,10,100,1.62613e+06,1.1344e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,9.71651e+07,3.05916e+06
3,0.1,1,1.70136e+08,3.17299e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,5.47485e+08,3.37582e+07
4,1,10,5.67905e+06,2.80941e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.73109e+06,16722.4
5,0.01,0.1,254064,7065.71
5,0.1,1,3.46379e+08,2.68366e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.41329e+07,376807
6,0.1,1,6.23238e+07,7.83358e+06
6,1,10,9.43057e+06,2.4161e+07
6,10,100,2.77137e+06,1.77908e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.43316e+09,1.14295e+08
7,1,10,8.18543e+07,5.6168e+07
7,10,100,9.00267e+07,8.87091e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.24596e+08,3.29287e+07
8,1,10,1.76855e+07,1.08608e+07
8,10,100,428735,8.18019e+06
8,100,1000,0,0
8,1000,10000,0,0
