FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.50598e+08,6.5085e+07
0,1,10,1.53581e+09,3.00799e+08
0,10,100,7.43092e+07,6.92707e+07
0,100,1000,232650,1.15147e+08
0,1000,10000,72158.3,7.0502e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,953304,2.85458e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.94515e+08,1.43963e+07
2,1,10,1.1813e+09,3.73634e+08
2,10,100,2.84973e+06,4.21929e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.65973e+07,90640
3,0.01,0.1,7.19546e+07,77781.5
3,0.1,1,5.59158e+07,1.38916e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,204.972,0.684296
4,0.1,1,1.85144e+07,966933
4,1,10,9.60941e+06,1.93356e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.43897e+08,276593
5,0.01,0.1,264387,7104.73
5,0.1,1,1.16928e+08,2.24388e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.84999e+06,89861.2
6,0.1,1,8.94639e+07,1.89204e+07
6,1,10,1.15441e+07,3.41155e+07
6,10,100,2.73657e+06,1.80038e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.70306e+08,5.11653e+07
7,1,10,1.45659e+08,5.17472e+07
7,10,100,7.09236e+07,1.27814e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,1.3536e+08,3.2843e+07
8,10,100,289483,8.24497e+06
8,100,1000,0,0
8,1000,10000,0,0
