FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,7.36214e+07,6.48578e+07
0,1,10,2.02376e+08,4.63264e+08
0,10,100,6.14448e+07,2.78482e+08
0,100,1000,2.52742e+06,1.05245e+08
0,1000,10000,66388.4,8.00247e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,553777,2.48842e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,5.6175e+07,1.16969e+07
2,1,10,8.76829e+07,1.74752e+08
2,10,100,1.05279e+06,4.06401e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,5.83857e+07,1.76007e+06
3,0.1,1,1.02447e+08,1.19587e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,540.009,2.97166
4,0.1,1,376997,26306.5
4,1,10,2.41164e+07,5.34509e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.19168e+09,1.83843e+06
5,0.01,0.1,1.12084e+08,728780
5,0.1,1,2.68983e+07,1.06378e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.30905e+07,780935
6,0.1,1,2.39927e+07,7.3598e+06
6,1,10,5.44135e+07,5.34789e+07
6,10,100,6.72802e+06,2.39148e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.81277e+07,1.74082e+06
7,1,10,9.6759e+07,2.06394e+08
7,10,100,9.45955e+07,3.46295e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.24367e+07,2.62747e+06
8,1,10,3.46358e+07,4.67363e+07
8,10,100,1.44037e+06,1.06675e+07
8,100,1000,0,0
8,1000,10000,0,0
