FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.38289e+09,2.2957e+08
0,1,10,1.38376e+09,2.15648e+08
0,10,100,5.19117e+06,2.40439e+07
0,100,1000,254461,9.63507e+07
0,1000,10000,78930.3,6.19721e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.56464e+08,5.18545e+07
2,1,10,8.23539e+08,1.78234e+08
2,10,100,1.71818e+06,1.7184e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,5.96648e+07,2.19752e+06
3,0.1,1,1.26836e+08,1.53186e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,6.14457e+06,25600.6
4,0.1,1,2.28287e+07,889782
4,1,10,3.71187e+07,4.10721e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.18987e+07,172763
5,0.01,0.1,6.74551e+06,58785.3
5,0.1,1,8.78265e+07,5.24141e+06
5,1,10,1.07296e+08,8.33615e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,7.77739e+06,124403
6,0.1,1,7.53075e+07,1.16851e+07
6,1,10,1.36306e+07,2.67541e+07
6,10,100,2.64253e+06,1.40938e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.72476e+08,1.84819e+07
7,1,10,1.96796e+08,2.61445e+07
7,10,100,5.66646e+07,6.6689e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.41024e+08,1.64859e+07
8,1,10,2.23777e+07,1.12734e+07
8,10,100,326003,6.99881e+06
8,100,1000,0,0
8,1000,10000,0,0
