FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.70157e+06,2.04675e+06
0,1,10,9.63633e+07,3.67957e+08
0,10,100,7.63138e+06,1.01698e+08
0,100,1000,114184,8.89462e+07
0,1000,10000,55067.8,8.05556e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.04463e+06,499984
2,1,10,1.77205e+07,1.24167e+08
2,10,100,1.4915e+06,5.27428e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.33184e+06,507865
3,0.1,1,1.12643e+07,1.90982e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,3.82755e+06,186566
4,1,10,5.18487e+06,228576
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.02349e+07,392410
5,0.01,0.1,1.59414e+07,438927
5,0.1,1,2.20479e+06,1.58585e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.33611e+06,773149
6,0.1,1,2.19429e+06,1.55615e+06
6,1,10,1.29428e+07,3.80513e+07
6,10,100,4.34759e+06,2.30274e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.41748e+07,850615
7,1,10,2.77373e+07,7.3359e+07
7,10,100,6.19779e+07,5.39211e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.2002e+06,248418
8,1,10,1.19014e+07,3.55766e+07
8,10,100,125289,5.15645e+06
8,100,1000,0,0
8,1000,10000,0,0
