FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.3777e+09,1.89939e+08
0,1,10,1.55291e+09,2.88223e+08
0,10,100,6.60154e+06,2.95198e+07
0,100,1000,246941,1.02545e+08
0,1000,10000,76597.6,6.48352e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.26472e+09,6.514e+07
2,1,10,8.86245e+08,2.32026e+08
2,10,100,1.59961e+06,1.94289e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,4.55158e+07,2.89056e+06
3,0.1,1,3.58675e+08,1.55621e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.21066e+06,12392.6
4,0.1,1,1.98415e+07,757356
4,1,10,2.89751e+07,6.48763e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.74274e+08,180963
5,0.01,0.1,5.81747e+06,90446
5,0.1,1,2.08171e+08,1.78715e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,8.23506e+06,221607
6,0.1,1,1.62892e+08,1.60993e+07
6,1,10,1.18869e+07,2.8137e+07
6,10,100,2.54485e+06,1.50866e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.39956e+08,1.5282e+07
7,1,10,6.4034e+07,3.63293e+07
7,10,100,9.28328e+07,8.84032e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.26278e+08,1.9776e+07
8,1,10,2.42814e+07,1.46004e+07
8,10,100,297716,6.83592e+06
8,100,1000,0,0
8,1000,10000,0,0
