FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.69697e+08,2.77516e+07
0,1,10,4.56412e+08,3.60395e+08
0,10,100,2.27193e+07,5.22572e+07
0,100,1000,191507,1.13176e+08
0,1000,10000,67936,7.64873e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.36977e+07,850271
2,1,10,3.6214e+08,2.64482e+08
2,10,100,2.17027e+06,4.47212e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,9.66567e+06,683371
3,0.1,1,1.50209e+08,5.69436e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,368.083,1.26495
4,0.1,1,7.23743e+06,289035
4,1,10,1.08065e+07,691163
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.79038e+08,292309
5,0.01,0.1,3.93658e+07,269840
5,0.1,1,1.5434e+07,4.7336e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.56839e+07,473907
6,0.1,1,7.02389e+07,5.64099e+06
6,1,10,2.34076e+07,2.68481e+07
6,10,100,5.80337e+06,2.08671e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,6.28192e+07,2.69045e+06
7,1,10,3.52115e+08,1.41076e+08
7,10,100,1.3362e+08,3.06748e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.43773e+07,1.06835e+06
8,1,10,2.57812e+07,2.71268e+07
8,10,100,207073,6.34117e+06
8,100,1000,0,0
8,1000,10000,0,0
