FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,53715,359.579
0,0.1,1,1.50521e+06,251248
0,1,10,1.2139e+08,1.78602e+08
0,10,100,4.14807e+07,1.2242e+08
0,100,1000,7.49438e+06,8.38838e+07
0,1000,10000,338893,2.1085e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,2.63614e+08,3.78462e+08
1,10,100,9.47484e+07,8.56642e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,506947,48016.8
2,1,10,1.56038e+08,1.53392e+08
2,10,100,9.2496e+07,2.85746e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.19013e+09,303164
3,0.01,0.1,630883,25747.1
3,0.1,1,550028,31783.2
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,161577,98.8247
4,0.01,0.1,2.33259e+06,10487.9
4,0.1,1,1.7424e+06,101594
4,1,10,639270,48366.7
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.02105e+07,145252
5,0.01,0.1,2.59669e+06,22030.7
5,0.1,1,1.64086e+06,151247
5,1,10,2.42757e+06,822804
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,37646.3,955.621
6,0.1,1,856531,62041.1
6,1,10,6.11085e+07,5.73487e+07
6,10,100,6.4303e+07,8.75343e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,83563.8,233.988
7,0.1,1,2.80535e+06,163533
7,1,10,1.54253e+08,2.67549e+08
7,10,100,9.19891e+06,4.38952e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,601275,23541.1
8,0.1,1,897166,67294.4
8,1,10,2.66215e+07,3.86743e+07
8,10,100,6.00618e+07,4.5981e+07
8,100,1000,0,0
8,1000,10000,0,0
