FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,847288,24389.7
0,0.1,1,3.18898e+06,202790
0,1,10,4.31122e+07,2.28448e+08
0,10,100,1.14121e+07,1.0505e+08
0,100,1000,609372,1.92958e+07
0,1000,10000,283166,3.18481e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,4.7679e+07,5.95231e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,268436,108550
2,1,10,1.93643e+07,4.45751e+07
2,10,100,3.77561e+07,1.67825e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.43861e+10,2.95684e+07
3,0.01,0.1,7.79139e+06,263528
3,0.1,1,293282,102373
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,431071,56350.8
4,0.1,1,607054,65085.3
4,1,10,136089,19939.6
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.46498e+08,4.54961e+06
5,0.01,0.1,1.02074e+08,219447
5,0.1,1,378444,89844.8
5,1,10,533371,388917
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,912040,9427.65
6,0.1,1,2.92593e+06,159567
6,1,10,2.31455e+07,5.8477e+07
6,10,100,2.60964e+07,1.08868e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.10319e+06,172655
7,1,10,3.94891e+07,7.37945e+07
7,10,100,1.28115e+06,2.0293e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,369895,62793.7
8,0.1,1,406477,108978
8,1,10,1.66607e+07,4.58266e+07
8,10,100,8.0674e+06,1.64235e+07
8,100,1000,0,0
8,1000,10000,0,0
