FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,4.84056e+07,616882
0,0.1,1,1.28149e+08,3.17892e+06
0,1,10,7.19978e+07,2.97555e+07
0,10,100,2.60867e+06,1.70541e+07
0,100,1000,271696,2.04413e+07
0,1000,10000,234239,4.89617e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2.63838e+07,2.03316e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,9.37417e+06,746535
2,1,10,7.28318e+06,2.20486e+07
2,10,100,2.16946e+06,1.47536e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,8.73039e+11,7.68562e+08
3,0.01,0.1,1.68991e+08,1.48092e+06
3,0.1,1,1.46662e+07,222797
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.24648e+07,640540
4,0.1,1,1.44308e+07,1.05364e+06
4,1,10,106217,43939
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.94293e+10,3.92894e+07
5,0.01,0.1,6.03298e+09,3.92502e+06
5,0.1,1,1.46684e+07,272393
5,1,10,396983,624637
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.55919e+06,92044.1
6,0.1,1,2.68892e+07,597282
6,1,10,4.03637e+06,1.54846e+07
6,10,100,2.75953e+06,1.75678e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.66337e+07,1.31221e+06
7,1,10,1.08042e+06,2.28684e+06
7,10,100,207970,7.99569e+06
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.19894e+07,258945
8,0.1,1,6.16724e+06,253572
8,1,10,3.2182e+06,1.53309e+07
8,10,100,4.02282e+06,1.45665e+07
8,100,1000,0,0
8,1000,10000,0,0
