FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,170778,3484.39
0,0.1,1,2.29169e+06,30414.1
0,1,10,8.83689e+07,2.67713e+08
0,10,100,2.94001e+07,1.49775e+08
0,100,1000,1.02836e+06,2.20319e+07
0,1000,10000,311564,2.63666e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,2.32919e+07,6.08246e+06
1,10,100,2.14724e+07,5.99713e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,306439,64584
2,1,10,2.72146e+07,4.30623e+07
2,10,100,5.17034e+07,1.67556e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.08982e+09,3.86163e+06
3,0.01,0.1,8.62e+06,53518.9
3,0.1,1,411198,60878.7
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,370576,7704.65
4,0.1,1,800825,39506.1
4,1,10,169354,11880.9
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.82274e+08,647938
5,0.01,0.1,3.22435e+06,56863
5,0.1,1,564044,68691.1
5,1,10,635030,269560
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,35447.4,2829
6,0.1,1,401847,74194.5
6,1,10,3.5978e+07,5.61812e+07
6,10,100,3.07944e+07,8.52853e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,41.2306,0.098617
7,0.1,1,1.26108e+06,83484.2
7,1,10,1.20285e+08,2.22807e+08
7,10,100,3.13243e+06,2.66775e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,512573,43974.2
8,0.1,1,625732,88894.7
8,1,10,2.28211e+07,4.50786e+07
8,10,100,9.49583e+06,1.3464e+07
8,100,1000,0,0
8,1000,10000,0,0
