Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
94175.2,1,10000,H,Ecto,1.04284e+06
94175.2,1,10000,H,Endo,1.68139e+07
94175.2,1,100000,H,Endo,1.90672e+07
94175.2,1,10000,O,Ecto,454339
94175.2,1,10000,O,Endo,1.89887e+06
94175.2,1,10000,C,Ecto,5.61428e+07
81987.1,2,1000,H,Ecto,218447
81987.1,2,10000,H,Ecto,1.16904e+06
81987.1,2,1000,H,Endo,1.95438e+07
81987.1,2,10000,H,Endo,1.90388e+07
81987.1,2,100000,H,Endo,1.08629e+06
81987.1,2,1000,O,Ecto,282.63
81987.1,2,10000,O,Ecto,1661.92
81987.1,2,1000,O,Endo,4.98278e+06
81987.1,2,10000,O,Endo,161986
81987.1,2,1000,C,Ecto,8.33281e+07
81987.1,2,10000,C,Ecto,1.16938e+08
8727.34,2,100,H,Ecto,4222.46
8727.34,2,1000,H,Ecto,12650.6
8727.34,2,10000,H,Ecto,45.8163
8727.34,2,100,H,Endo,48.5239
8727.34,2,1000,H,Endo,3786.29
8727.34,2,10000,H,Endo,1090.02
8727.34,2,100000,H,Endo,3.39368
8727.34,2,100,O,Ecto,2161.55
8727.34,2,1000,O,Ecto,16792
8727.34,2,100,O,Endo,1521.44
8727.34,2,1000,O,Endo,13671.9
8727.34,2,10000,O,Endo,24571.1
8727.34,2,100,C,Ecto,2114.3
8727.34,2,1000,C,Ecto,8.10343e+06
8727.34,2,10000,C,Ecto,27444.5
2605.24,2,10,H,Ecto,5993.96
2605.24,2,100,H,Ecto,980607
2605.24,2,1000,H,Ecto,1.33355e+08
2605.24,2,10000,H,Ecto,300.387
2605.24,2,100,H,Endo,33276.2
2605.24,2,1000,H,Endo,2.15119e+07
2605.24,2,10000,H,Endo,359848
2605.24,2,10,O,Ecto,95672.8
2605.24,2,100,O,Ecto,80868.7
2605.24,2,1000,O,Ecto,527837
2605.24,2,100,O,Endo,584272
2605.24,2,1000,O,Endo,2.77378e+07
2605.24,2,10000,O,Endo,15938.1
2605.24,2,100,C,Ecto,1.29028e+06
2605.24,2,1000,C,Ecto,3.40595e+07
2605.24,2,10000,C,Ecto,1.27079e+07
4942.11,2,10,H,Ecto,28067.3
4942.11,2,100,H,Ecto,3.78504e+06
4942.11,2,1000,H,Ecto,5.19929e+08
4942.11,2,10000,H,Ecto,1578.14
4942.11,2,100,H,Endo,163060
4942.11,2,1000,H,Endo,2.33679e+07
4942.11,2,10000,H,Endo,1.36716e+06
4942.11,2,10,O,Ecto,65266.8
4942.11,2,100,O,Ecto,613684
4942.11,2,1000,O,Ecto,5.97766e+06
4942.11,2,100,O,Endo,4.25037e+06
4942.11,2,1000,O,Endo,6.65719e+07
4942.11,2,10000,O,Endo,496746
4942.11,2,100,C,Ecto,4.3593e+07
4942.11,2,1000,C,Ecto,1.96762e+09
4942.11,2,10000,C,Ecto,6.31605e+07
878.693,2,10,H,Ecto,17775.5
878.693,2,100,H,Ecto,1.23097e+06
878.693,2,1000,H,Ecto,1.74071e+06
878.693,2,100,H,Endo,176461
878.693,2,1000,H,Endo,1.12439e+07
878.693,2,10000,H,Endo,2048.77
878.693,2,10,O,Ecto,213687
878.693,2,100,O,Ecto,56.1478
878.693,2,1000,O,Ecto,5687.54
878.693,2,100,O,Endo,1.80257e+06
878.693,2,1000,O,Endo,2.02462e+06
878.693,2,100,C,Ecto,911613
878.693,2,1000,C,Ecto,138550
878.693,2,10000,C,Ecto,161234
26501.5,2,100,H,Ecto,63494.1
26501.5,2,1000,H,Ecto,7.71239e+06
26501.5,2,10000,H,Ecto,4.02127e+06
26501.5,2,100,H,Endo,88.6895
26501.5,2,1000,H,Endo,2.17206e+08
26501.5,2,10000,H,Endo,4.2508e+07
26501.5,2,100000,H,Endo,2.32793e+06
26501.5,2,100,O,Ecto,18562.7
26501.5,2,1000,O,Ecto,1.21514e+06
26501.5,2,100,O,Endo,50119.6
26501.5,2,1000,O,Endo,3.72483e+08
26501.5,2,10000,O,Endo,5.13983e+07
26501.5,2,100,C,Ecto,12123.6
26501.5,2,1000,C,Ecto,6.09685e+07
26501.5,2,10000,C,Ecto,5.97163e+06
9984.65,2,10,H,Ecto,799.148
9984.65,2,100,H,Ecto,20395.7
