Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
90427.8,1,10000,H,Ecto,707556
90427.8,1,10000,H,Endo,542870
90427.8,1,100000,H,Endo,170.202
90427.8,1,10000,O,Ecto,176594
90427.8,1,1000,O,Endo,503589
90427.8,1,10000,O,Endo,3.88073e+06
90427.8,1,1000,C,Ecto,6.29241e+06
90427.8,1,10000,C,Ecto,1.17763e+07
2556.96,2,10,H,Ecto,3265.27
2556.96,2,100,H,Ecto,101473
2556.96,2,1000,H,Ecto,134.005
2556.96,2,100,H,Endo,21170
2556.96,2,1000,H,Endo,254.284
2556.96,2,10,O,Ecto,237.872
2556.96,2,100,O,Ecto,38661.9
2556.96,2,1000,O,Ecto,2386.07
2556.96,2,100,O,Endo,109136
2556.96,2,1000,O,Endo,60767.8
2556.96,2,10,C,Ecto,151.948
2556.96,2,100,C,Ecto,66123.4
2556.96,2,1000,C,Ecto,41597.2
81987.1,2,1000,H,Ecto,1.31031e+06
81987.1,2,10000,H,Ecto,884717
81987.1,2,1000,H,Endo,2.71344e+07
81987.1,2,10000,H,Endo,2.21049e+07
81987.1,2,1000,O,Ecto,1.3306e+06
81987.1,2,10000,O,Ecto,7334.81
81987.1,2,1000,O,Endo,5.71111e+07
81987.1,2,10000,O,Endo,26514.9
81987.1,2,1000,C,Ecto,4.62736e+08
81987.1,2,10000,C,Ecto,1.7246e+08
81987.1,2,10000,C,Endo,0.000896126
4895.17,2,100,H,Ecto,349140
4895.17,2,1000,H,Ecto,88712
4895.17,2,10000,H,Ecto,2540.47
4895.17,2,100,H,Endo,452462
4895.17,2,1000,H,Endo,227970
4895.17,2,10000,H,Endo,41350.9
4895.17,2,100,O,Ecto,171760
4895.17,2,1000,O,Ecto,243532
4895.17,2,100,O,Endo,45811.3
4895.17,2,1000,O,Endo,571918
4895.17,2,100,C,Ecto,178034
4895.17,2,1000,C,Ecto,197360
4895.17,2,10000,C,Ecto,18508.6
2749.34,2,10,H,Ecto,472920
2749.34,2,100,H,Ecto,1.46333e+07
2749.34,2,1000,H,Ecto,3706.04
2749.34,2,100,H,Endo,1.43103e+06
2749.34,2,1000,H,Endo,6911.69
2749.34,2,10,O,Ecto,85476.5
2749.34,2,100,O,Ecto,6.00385e+06
2749.34,2,1000,O,Ecto,538709
2749.34,2,100,O,Endo,1.28825e+07
2749.34,2,1000,O,Endo,6.74343e+06
2749.34,2,10,C,Ecto,2420.85
2749.34,2,100,C,Ecto,1.06512e+07
2749.34,2,1000,C,Ecto,7.43504e+06
9494.69,2,100,H,Ecto,1.04772e+07
9494.69,2,1000,H,Ecto,1.45997e+07
9494.69,2,10000,H,Ecto,588168
9494.69,2,100,H,Endo,2.37002e+07
9494.69,2,1000,H,Endo,2.97705e+07
9494.69,2,10000,H,Endo,2.4152e+06
9494.69,2,100,O,Ecto,3.93674e+06
9494.69,2,1000,O,Ecto,1.2523e+07
9494.69,2,100,O,Endo,3.83486e+06
9494.69,2,1000,O,Endo,1.62588e+07
9494.69,2,100,C,Ecto,1.64866e+06
9494.69,2,1000,C,Ecto,2.81838e+06
9494.69,2,10000,C,Ecto,4.62979e+06
34654.8,2,100,H,Ecto,8050.95
34654.8,2,1000,H,Ecto,8.69635e+07
34654.8,2,10000,H,Ecto,2.15096e+07
34654.8,2,1000,H,Endo,6.58569e+08
34654.8,2,10000,H,Endo,2.74113e+08
34654.8,2,100,O,Ecto,3080.9
34654.8,2,1000,O,Ecto,3.9238e+07
34654.8,2,10000,O,Ecto,217.582
34654.8,2,100,O,Endo,4.2321e-05
34654.8,2,1000,O,Endo,5.80559e+07
34654.8,2,100,C,Ecto,2553.43
34654.8,2,1000,C,Ecto,8.05243e+08
34654.8,2,10000,C,Ecto,1.24055e+08
504.366,2,1,H,Ecto,0.505439
504.366,2,10,H,Ecto,451865
504.366,2,100,H,Ecto,779500
504.366,2,10,O,Ecto,232619
504.366,2,100,O,Ecto,60466
504.366,2,1000,O,Ecto,35.9145
504.366,2,100,O,Endo,9623.08
504.366,2,1000,O,Endo,1688.68
504.366,2,10,C,Ecto,1477.32
504.366,2,100,C,Ecto,161504
504.366,2,1000,C,Ecto,28633
8802.16,2,10,H,Ecto,1.65338e+06
8802.16,2,100,H,Ecto,8.74639e+06
8802.16,2,1000,H,Ecto,63.5368
8802.16,2,100,H,Endo,54648.4
8802.16,2,10,O,Ecto,296365
8802.16,2,100,O,Ecto,2.45894e+06
8802.16,2,1000,O,Ecto,56876.7
8802.16,2,100,O,Endo,2.55514e+06
8802.16,2,1000,O,Endo,1.15073e+06
8802.16,2,10,C,Ecto,1592.02
8802.16,2,100,C,Ecto,3.30346e+06
8802.16,2,1000,C,Ecto,1.37158e+06
2569.32,2,1,H,Ecto,942.538
2569.32,2,10,H,Ecto,176761
2569.32,2,100,H,Ecto,700535
2569.32,2,100,H,Endo,150.149
2569.32,2,10,O,Ecto,77627.9
2569.32,2,100,O,Ecto,94181.4
2569.32,2,1000,O,Ecto,206.71
2569.32,2,100,O,Endo,41268
2569.32,2,1000,O,Endo,10601.3
2569.32,2,10,C,Ecto,775.238
2569.32,2,100,C,Ecto,201231
2569.32,2,1000,C,Ecto,43482.8
2450.53,2,1,H,Ecto,38777.8
2450.53,2,10,H,Ecto,276400
2450.53,2,100,H,Ecto,467790
2450.53,2,10,O,Ecto,324962
2450.53,2,100,O,Ecto,9046.48
2450.53,2,100,O,Endo,812.526
2450.53,2,1000,O,Endo,252.689
2450.53,2,10,C,Ecto,3949.91
2450.53,2,100,C,Ecto,27776.8
2450.53,2,1000,C,Ecto,2645.16
4895.17,2,1,H,Ecto,7369.01
4895.17,2,10,H,Ecto,1.3436e+06
4895.17,2,100,H,Ecto,5.32726e+06
4895.17,2,100,H,Endo,1108.55
4895.17,2,10,O,Ecto,596441
4895.17,2,100,O,Ecto,709681
4895.17,2,1000,O,Ecto,1531.99
4895.17,2,100,O,Endo,309087
4895.17,2,1000,O,Endo,79295
4895.17,2,10,C,Ecto,5925.92
4895.17,2,100,C,Ecto,1.51792e+06
4895.17,2,1000,C,Ecto,325064
626.675,2,1,H,Ecto,2.56683e+06
626.675,2,10,H,Ecto,133133
626.675,2,100,H,Ecto,12140.1
626.675,2,1,O,Ecto,1.10009e+07
626.675,2,10,O,Ecto,45310.9
626.675,2,10,C,Ecto,587.176
2542.52,2,1,H,Ecto,1.46292e+06
2542.52,2,10,H,Ecto,278903
2542.52,2,100,H,Ecto,132848
2542.52,2,1,O,Ecto,4038.25
2542.52,2,10,O,Ecto,278070
2542.52,2,100,O,Ecto,866.375
2542.52,2,10,C,Ecto,1897.72
2542.52,2,100,C,Ecto,5016.46
33.6373,4,1,H,Ecto,17948.2
33.6373,4,10,H,Ecto,20.5699
33.6373,4,1,O,Ecto,9.0198e+07
33.6373,4,10,O,Ecto,156.211
96.7966,4,1,H,Ecto,835127
96.7966,4,10,H,Ecto,18249.6
96.7966,4,1,O,Ecto,1.85899e+07
96.7966,4,10,O,Ecto,11743.3
96.7966,4,10,C,Ecto,44.0061
605.703,4,1,H,Ecto,1.16429e+07
605.703,4,10,H,Ecto,6.47338e+06
605.703,4,100,H,Ecto,1.00672e+06
605.703,4,10,O,Ecto,2.98608e+06
605.703,4,100,O,Ecto,8784.51
605.703,4,10,C,Ecto,79969.5
605.703,4,100,C,Ecto,56526.5
