Rep	Year	RepSeason	x	y	Species	NInd
0	0	0	159	82	0	5
0	0	0	160	82	0	5
0	0	0	157	81	0	5
0	0	0	158	81	0	5
0	0	0	159	81	0	5
0	0	0	157	80	0	5
0	0	0	158	80	0	5
0	0	0	159	80	0	5
0	0	0	158	79	0	5
0	0	0	159	79	0	5
0	0	0	160	79	0	5
0	0	0	153	78	0	5
0	0	0	158	78	0	5
0	0	0	159	78	0	5
0	0	0	160	78	0	5
0	0	0	161	78	0	5
0	0	0	152	77	0	5
0	0	0	153	77	0	5
0	0	0	154	77	0	5
0	0	0	155	77	0	5
0	0	0	156	77	0	5
0	0	0	157	77	0	5
0	0	0	158	77	0	5
0	0	0	159	77	0	5
0	0	0	160	77	0	5
0	0	0	161	77	0	5
0	0	0	162	77	0	5
0	0	0	163	77	0	5
0	0	0	164	77	0	5
0	0	0	165	77	0	5
0	0	0	151	76	0	5
0	0	0	152	76	0	5
0	0	0	153	76	0	5
0	0	0	154	76	0	5
0	0	0	155	76	0	5
0	0	0	156	76	0	5
0	0	0	157	76	0	5
0	0	0	158	76	0	5
0	0	0	159	76	0	5
0	0	0	160	76	0	5
0	0	0	161	76	0	5
0	0	0	162	76	0	5
0	0	0	163	76	0	5
0	0	0	164	76	0	5
0	0	0	165	76	0	5
0	0	0	166	76	0	5
0	0	0	167	76	0	5
0	0	0	144	75	0	5
0	0	0	145	75	0	5
0	0	0	146	75	0	5
0	0	0	149	75	0	5
0	0	0	150	75	0	5
0	0	0	151	75	0	5
0	0	0	152	75	0	5
0	0	0	153	75	0	5
0	0	0	154	75	0	5
0	0	0	155	75	0	5
0	0	0	156	75	0	5
0	0	0	157	75	0	5
0	0	0	158	75	0	5
0	0	0	159	75	0	5
0	0	0	160	75	0	5
0	0	0	161	75	0	5
0	0	0	162	75	0	5
0	0	0	163	75	0	5
0	0	0	164	75	0	5
0	0	0	165	75	0	5
0	0	0	166	75	0	5
0	0	0	167	75	0	5
0	0	0	168	75	0	5
0	0	0	169	75	0	5
0	0	0	170	75	0	5
0	0	0	144	74	0	5
0	0	0	145	74	0	5
0	0	0	146	74	0	5
0	0	0	147	74	0	5
0	0	0	148	74	0	5
0	0	0	149	74	0	5
0	0	0	150	74	0	5
0	0	0	151	74	0	5
0	0	0	152	74	0	5
0	0	0	153	74	0	5
0	0	0	154	74	0	5
0	0	0	155	74	0	5
0	0	0	156	74	0	5
0	0	0	157	74	0	5
0	0	0	158	74	0	5
0	0	0	159	74	0	5
0	0	0	160	74	0	5
0	0	0	161	74	0	5
0	0	0	162	74	0	5
0	0	0	163	74	0	5
0	0	0	164	74	0	5
0	0	0	165	74	0	5
0	0	0	166	74	0	5
0	0	0	167	74	0	5
0	0	0	168	74	0	5
0	0	0	169	74	0	5
0	0	0	170	74	0	5
0	0	0	171	74	0	5
0	0	0	17	73	0	5
0	0	0	143	73	0	5
0	0	0	144	73	0	5
0	0	0	145	73	0	5
0	0	0	146	73	0	5
0	0	0	147	73	0	5
0	0	0	148	73	0	5
0	0	0	149	73	0	5
0	0	0	150	73	0	5
0	0	0	151	73	0	5
0	0	0	152	73	0	5
0	0	0	153	73	0	5
0	0	0	154	73	0	5
0	0	0	155	73	0	5
0	0	0	156	73	0	5
0	0	0	157	73	0	5
0	0	0	158	73	0	5
0	0	0	159	73	0	5
0	0	0	160	73	0	5
0	0	0	161	73	0	5
0	0	0	162	73	0	5
0	0	0	163	73	0	5
0	0	0	164	73	0	5
0	0	0	165	73	0	5
0	0	0	166	73	0	5
0	0	0	167	73	0	5
0	0	0	168	73	0	5
0	0	0	169	73	0	5
0	0	0	170	73	0	5
0	0	0	171	73	0	5
0	0	0	17	72	0	5
0	0	0	18	72	0	5
0	0	0	19	72	0	5
0	0	0	20	72	0	5
0	0	0	21	72	0	5
0	0	0	22	72	0	5
0	0	0	142	72	0	5
0	0	0	143	72	0	5
0	0	0	144	72	0	5
0	0	0	145	72	0	5
0	0	0	146	72	0	5
0	0	0	147	72	0	5
0	0	0	148	72	0	5
0	0	0	149	72	0	5
0	0	0	150	72	0	5
0	0	0	151	72	0	5
0	0	0	152	72	0	5
0	0	0	153	72	0	5
0	0	0	154	72	0	5
0	0	0	155	72	0	5
0	0	0	156	72	0	5
0	0	0	157	72	0	5
0	0	0	158	72	0	5
0	0	0	159	72	0	5
0	0	0	160	72	0	5
0	0	0	161	72	0	5
0	0	0	162	72	0	5
0	0	0	163	72	0	5
0	0	0	164	72	0	5
0	0	0	165	72	0	5
0	0	0	166	72	0	5
0	0	0	167	72	0	5
0	0	0	168	72	0	5
0	0	0	169	72	0	5
0	0	0	170	72	0	5
0	0	0	171	72	0	5
0	0	0	172	72	0	5
0	0	0	175	72	0	5
0	0	0	12	71	0	5
0	0	0	13	71	0	5
0	0	0	14	71	0	5
0	0	0	15	71	0	5
0	0	0	16	71	0	5
0	0	0	17	71	0	5
0	0	0	18	71	0	5
0	0	0	19	71	0	5
0	0	0	20	71	0	5
0	0	0	21	71	0	5
0	0	0	22	71	0	5
0	0	0	23	71	0	5
0	0	0	55	71	0	5
0	0	0	56	71	0	5
0	0	0	62	71	0	5
0	0	0	138	71	0	5
0	0	0	139	71	0	5
0	0	0	140	71	0	5
0	0	0	141	71	0	5
0	0	0	142	71	0	5
0	0	0	143	71	0	5
0	0	0	144	71	0	5
0	0	0	145	71	0	5
0	0	0	146	71	0	5
0	0	0	147	71	0	5
0	0	0	148	71	0	5
0	0	0	149	71	0	5
0	0	0	150	71	0	5
0	0	0	151	71	0	5
0	0	0	152	71	0	5
0	0	0	153	71	0	5
0	0	0	154	71	0	5
0	0	0	155	71	0	5
0	0	0	156	71	0	5
0	0	0	157	71	0	5
0	0	0	158	71	0	5
0	0	0	159	71	0	5
0	0	0	160	71	0	5
0	0	0	161	71	0	5
0	0	0	162	71	0	5
0	0	0	163	71	0	5
0	0	0	164	71	0	5
0	0	0	165	71	0	5
0	0	0	166	71	0	5
0	0	0	167	71	0	5
0	0	0	168	71	0	5
0	0	0	169	71	0	5
0	0	0	170	71	0	5
0	0	0	171	71	0	5
0	0	0	172	71	0	5
0	0	0	173	71	0	5
0	0	0	174	71	0	5
0	0	0	175	71	0	5
0	0	0	11	70	0	5
0	0	0	12	70	0	5
0	0	0	13	70	0	5
0	0	0	14	70	0	5
0	0	0	15	70	0	5
0	0	0	16	70	0	5
0	0	0	17	70	0	5
0	0	0	18	70	0	5
0	0	0	19	70	0	5
0	0	0	20	70	0	5
0	0	0	21	70	0	5
0	0	0	22	70	0	5
0	0	0	23	70	0	5
0	0	0	54	70	0	5
0	0	0	56	70	0	5
0	0	0	57	70	0	5
0	0	0	59	70	0	5
0	0	0	60	70	0	5
0	0	0	61	70	0	5
0	0	0	62	70	0	5
0	0	0	63	70	0	5
0	0	0	139	70	0	5
0	0	0	140	70	0	5
0	0	0	141	70	0	5
0	0	0	142	70	0	5
0	0	0	143	70	0	5
0	0	0	144	70	0	5
0	0	0	145	70	0	5
0	0	0	146	70	0	5
0	0	0	147	70	0	5
0	0	0	148	70	0	5
0	0	0	149	70	0	5
0	0	0	150	70	0	5
0	0	0	151	70	0	5
0	0	0	152	70	0	5
0	0	0	153	70	0	5
0	0	0	154	70	0	5
0	0	0	155	70	0	5
0	0	0	156	70	0	5
0	0	0	157	70	0	5
0	0	0	158	70	0	5
0	0	0	159	70	0	5
0	0	0	160	70	0	5
0	0	0	161	70	0	5
0	0	0	162	70	0	5
0	0	0	163	70	0	5
0	0	0	164	70	0	5
0	0	0	165	70	0	5
0	0	0	166	70	0	5
0	0	0	167	70	0	5
0	0	0	168	70	0	5
0	0	0	169	70	0	5
0	0	0	170	70	0	5
0	0	0	171	70	0	5
0	0	0	172	70	0	5
0	0	0	173	70	0	5
0	0	0	174	70	0	5
0	0	0	175	70	0	5
0	0	0	9	69	0	5
0	0	0	10	69	0	5
0	0	0	11	69	0	5
0	0	0	12	69	0	5
0	0	0	13	69	0	5
0	0	0	14	69	0	5
0	0	0	15	69	0	5
0	0	0	16	69	0	5
0	0	0	17	69	0	5
0	0	0	18	69	0	5
0	0	0	19	69	0	5
0	0	0	20	69	0	5
0	0	0	21	69	0	5
0	0	0	22	69	0	5
0	0	0	23	69	0	5
0	0	0	53	69	0	5
0	0	0	54	69	0	5
0	0	0	55	69	0	5
0	0	0	56	69	0	5
0	0	0	57	69	0	5
0	0	0	58	69	0	5
0	0	0	59	69	0	5
0	0	0	60	69	0	5
0	0	0	61	69	0	5
0	0	0	62	69	0	5
0	0	0	63	69	0	5
0	0	0	64	69	0	5
0	0	0	140	69	0	5
0	0	0	141	69	0	5
0	0	0	142	69	0	5
0	0	0	143	69	0	5
0	0	0	144	69	0	5
0	0	0	145	69	0	5
0	0	0	146	69	0	5
0	0	0	147	69	0	5
0	0	0	148	69	0	5
0	0	0	149	69	0	5
0	0	0	150	69	0	5
0	0	0	151	69	0	5
0	0	0	152	69	0	5
0	0	0	153	69	0	5
0	0	0	154	69	0	5
0	0	0	155	69	0	5
0	0	0	156	69	0	5
0	0	0	157	69	0	5
0	0	0	158	69	0	5
0	0	0	159	69	0	5
0	0	0	160	69	0	5
0	0	0	161	69	0	5
0	0	0	162	69	0	5
0	0	0	163	69	0	5
0	0	0	164	69	0	5
0	0	0	165	69	0	5
0	0	0	166	69	0	5
0	0	0	167	69	0	5
0	0	0	168	69	0	5
0	0	0	169	69	0	5
0	0	0	170	69	0	5
0	0	0	171	69	0	5
0	0	0	172	69	0	5
0	0	0	173	69	0	5
0	0	0	174	69	0	5
0	0	0	175	69	0	5
0	0	0	8	68	0	5
0	0	0	9	68	0	5
0	0	0	10	68	0	5
0	0	0	11	68	0	5
0	0	0	12	68	0	5
0	0	0	13	68	0	5
0	0	0	14	68	0	5
0	0	0	15	68	0	5
0	0	0	16	68	0	5
0	0	0	17	68	0	5
0	0	0	18	68	0	5
0	0	0	19	68	0	5
0	0	0	20	68	0	5
0	0	0	21	68	0	5
