FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,4.65617e+07,2.16602e+06
0,1,10,2.36495e+07,7.69501e+07
0,10,100,7.45932e+07,4.41015e+08
0,100,1000,2.95286e+06,1.01054e+08
0,1000,10000,48632.5,7.56009e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,169373,1.27278e+07
1,100,1000,1.23224,104.823
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.33588e+07,1.56828e+06
2,1,10,1.53496e+08,6.51347e+07
2,10,100,1.15577e+07,4.00844e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,4.86333e+08,1.58788e+06
3,0.1,1,1.91386e+08,1.91883e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,7.06493e+06,557661
4,1,10,3.69472e+06,678701
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.39578e+09,1.39696e+06
5,0.01,0.1,9.03687e+06,503222
5,0.1,1,2.4642e+07,602269
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.83778e+08,1.45987e+06
6,0.1,1,4.47144e+06,1.36216e+06
6,1,10,5.69281e+06,1.73875e+07
6,10,100,3.34641e+06,2.24093e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.68345e+07,862185
7,1,10,3.30507e+07,1.4915e+08
7,10,100,1.89425e+08,6.40103e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.59765e+06,671770
8,1,10,1.0518e+07,2.91901e+07
8,10,100,1.48376e+06,8.45582e+06
8,100,1000,0,0
8,1000,10000,0,0
