Rep	Year	RepSeason	x	y	Species	NInd
0	0	0	90	71	0	5
0	1	0	90	71	0	10
0	2	0	90	71	0	18
0	3	0	90	71	0	15
0	4	0	90	71	0	14
0	5	0	90	71	0	8
0	6	0	90	71	0	4
0	6	0	92	71	0	1
0	7	0	90	71	0	4
0	7	0	92	71	0	0
0	8	0	90	71	0	1
0	8	0	92	71	0	0
0	9	0	90	71	0	3
0	9	0	92	71	0	0
0	10	0	90	71	0	3
0	10	0	92	71	0	0
0	11	0	90	71	0	5
0	11	0	92	71	0	0
0	11	0	91	70	0	1
0	12	0	90	71	0	3
0	12	0	92	71	0	0
0	12	0	91	70	0	0
0	13	0	90	71	0	1
0	13	0	92	71	0	0
0	13	0	91	70	0	0
0	14	0	90	71	0	0
0	14	0	92	71	0	0
0	14	0	91	70	0	0
