Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377270,170858,269315,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62982e+08,1.10084e+09,9.10776e+07,614641,130607,515538,2.57506e+07,3.74961e+07,3.84359e+07
6, 1,1.38837e+08,7.04905e+08,6.92288e+07,931946,54756.4,882237,2.9938e+07,4.86365e+07,4.22938e+07
7, 1,9.31364e+07,5.3221e+08,4.52652e+07,1.6888e+06,45941.2,2.8458e+06,3.45347e+07,4.17151e+07,4.62076e+07
8, 1,8.05118e+07,3.77605e+08,2.59496e+07,2.49019e+06,80072.2,6.77488e+06,3.17387e+07,3.60369e+07,4.67899e+07
9, 1,7.82694e+07,1.49676e+08,2.42566e+07,3.18729e+06,110161,1.22003e+07,2.57969e+07,2.99488e+07,3.9765e+07
10, 1,8.05515e+07,1.03183e+08,2.68531e+07,3.55738e+06,144815,1.73285e+07,2.76853e+07,2.72209e+07,4.19976e+07
11, 1,8.54467e+07,8.27051e+07,3.01034e+07,3.92444e+06,146464,2.1385e+07,3.01787e+07,2.4921e+07,4.53931e+07
12, 1,9.02295e+07,6.16582e+07,2.63158e+07,1.04435e+07,229243,6.86196e+07,2.557e+07,2.00979e+07,3.48445e+07
13, 2,1.07028e+08,4.87675e+07,2.06023e+07,2.31241e+07,518589,1.64833e+08,2.37418e+07,1.61613e+07,2.56306e+07
14, 2,1.3123e+08,4.13277e+07,2.19394e+07,3.88944e+07,1.26642e+06,2.4655e+08,2.07586e+07,1.53489e+07,1.82683e+07
15, 2,1.54591e+08,1.9971e+07,2.36268e+07,6.72669e+07,2.57887e+06,4.4991e+08,2.18574e+07,1.53055e+07,1.67285e+07
16, 2,1.8336e+08,2.25602e+07,2.7337e+07,1.51112e+08,7.23243e+06,9.69196e+08,2.414e+07,1.79766e+07,1.70114e+07
17, 2,2.28846e+08,1.55456e+07,3.64226e+07,2.97755e+08,2.45751e+07,1.40509e+09,2.62452e+07,2.16365e+07,1.74542e+07
18, 2,3.15829e+08,1.06308e+07,5.43077e+07,6.68204e+08,7.60496e+07,1.59988e+09,3.02342e+07,2.99926e+07,1.9543e+07
19, 2,4.48742e+08,1.46861e+07,2.07501e+08,7.64782e+08,2.65001e+08,1.14513e+09,3.46158e+07,4.92605e+07,2.43696e+07
20, 2,5.95796e+08,2.03535e+07,5.16363e+08,5.15995e+08,3.01382e+08,5.75096e+08,3.80745e+07,7.06388e+07,2.84177e+07
21, 2,7.3163e+08,2.07461e+07,7.01048e+08,9.7701e+07,1.7275e+08,2.03097e+08,4.09181e+07,9.46453e+07,3.04388e+07
22, 2,8.10844e+08,2.65223e+07,6.60167e+08,3.84499e+07,1.11134e+08,7.01489e+07,4.37057e+07,1.14707e+08,3.1209e+07
23, 2,8.9027e+08,2.98282e+07,6.4784e+08,4.13492e+07,1.01414e+08,6.00291e+07,4.76392e+07,1.22641e+08,3.19379e+07
24, 2,9.58691e+08,2.59272e+07,3.35738e+08,2.66863e+07,1.78686e+07,8.56901e+06,5.39598e+07,1.0728e+08,3.4539e+07
25, 3,9.76059e+08,1.31498e+07,3.45173e+08,2.24061e+07,7.61488e+06,4.93572e+06,6.21988e+07,1.2514e+08,3.83808e+07
26, 3,1.12063e+09,7.26941e+06,3.20763e+08,2.10242e+07,1.00867e+07,6.03907e+06,6.85286e+07,1.70451e+08,4.33738e+07
27, 3,1.22061e+09,8.64167e+06,3.0236e+08,1.5325e+07,1.06082e+07,6.60588e+06,7.4766e+07,2.07818e+08,4.1237e+07
28, 3,1.3869e+09,7.74683e+06,2.96837e+08,1.54185e+07,1.16682e+07,8.63634e+06,7.89283e+07,2.79834e+08,4.46529e+07
29, 3,1.35563e+09,9.94823e+06,2.81854e+08,2.0167e+07,1.19192e+07,1.09699e+07,8.86389e+07,4.02673e+08,4.91177e+07
30, 3,1.31983e+09,1.07121e+07,2.60582e+08,2.44813e+07,1.15421e+07,1.37114e+07,1.06337e+08,6.15942e+08,5.72119e+07
31, 3,9.61586e+08,1.83675e+07,2.43349e+08,2.14764e+07,1.98624e+07,1.75417e+07,1.28954e+08,7.55207e+08,8.02442e+07
32, 3,8.17418e+08,2.60249e+07,2.39947e+08,2.18802e+07,1.44388e+07,1.87356e+07,1.37616e+08,8.54072e+08,7.67907e+07
33, 3,6.88709e+08,3.26173e+07,2.29892e+08,1.65057e+07,8.32552e+06,1.64035e+07,1.23224e+08,9.44226e+08,5.9155e+07
34, 3,5.75136e+08,3.64555e+07,2.07235e+08,9.26124e+06,3.7269e+06,9.35046e+06,8.96715e+07,1.01001e+09,3.53425e+07
35, 3,5.68616e+08,3.77806e+07,1.87334e+08,8.62456e+06,1.75582e+06,3.92491e+06,6.73627e+07,1.02041e+09,2.18511e+07
